SSN,SPEC,Year,Nsta,New,Recap,Cap,New_Res1,New_Res0,F_Pradel_Phi,Pradel_Phi,Pradel_Phi_se,Pradel_Phi_lcl,Pradel_Phi_ucl,F_Pradel_Phi_t,Pradel_Phi_t,Pradel_Phi_t_se,Pradel_Phi_t_lcl,Pradel_Phi_t_ucl,F_Pradel_Phi_Trend,Pradel_Phi_Trend,Pradel_Phi_Trend_se,Pradel_Phi_Trend_lcl,Pradel_Phi_Trend_ucl,Pradel_Phi_Trend_beta,Pradel_Phi_Trend_beta_se,Pradel_Phi_Trend_beta_lcl,Pradel_Phi_Trend_beta_ucl,F_Pradel_Phi_dot,Pradel_Phi_dot,Pradel_Phi_dot_se,Pradel_Phi_dot_lcl,Pradel_Phi_dot_ucl,F_Pradel_p,Pradel_p,Pradel_p_se,Pradel_p_lcl,Pradel_p_ucl,F_Pradel_p_t,Pradel_p_t,Pradel_p_t_se,Pradel_p_t_lcl,Pradel_p_t_ucl,F_Pradel_p_dot,Pradel_p_dot,Pradel_p_dot_se,Pradel_p_dot_lcl,Pradel_p_dot_ucl,F_Lambda,Lambda,Lambda_se,Lambda_lcl,Lambda_ucl,F_Lambda_t,Lambda_t,Lambda_t_se,Lambda_t_lcl,Lambda_t_ucl,F_Lambda_Trend,Lambda_Trend,Lambda_Trend_se,Lambda_Trend_lcl,Lambda_Trend_ucl,Lambda_Trend_beta,Lambda_Trend_beta_se,Lambda_Trend_beta_lcl,Lambda_Trend_beta_ucl,F_Lambda_dot,Lambda_dot,Lambda_dot_se,Lambda_dot_lcl,Lambda_dot_ucl
9660,YBSA,1992,3,11,0,11,0,11,,0.487009,0.122207,0.266837,0.71234,X,0.000001,0.000388,0,1,,0.55881,0.146114,0.283884,0.801857,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.233782,0.07766,0.115389,0.41646,,0.231912,0.197607,0.033186,0.726469,,0.23381,0.074337,0.119177,0.407672,,1.014369,0.604143,0.315663,3.259631,V,1.543045,13.60615,0,49452006,,1.018353,0.084532,0.865445,1.198276,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1993,5,7,0,7,0,7,,0.482457,0.11424,0.275488,0.695624,X,0.999891,0.009729,0,1,,0.543955,0.134073,0.292546,0.774796,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.232489,0.075897,0.116296,0.410806,,0.146129,0.116233,0.026827,0.51513,,0.23381,0.074337,0.119177,0.407672,,1.01178,0.258419,0.613305,1.669153,V,0.3463,5.710463,0,3.76667,,1.017405,0.07482,0.880836,1.175147,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1994,2,2,0,2,0,2,,0.476737,0.106051,0.283662,0.677023,,0.462892,0.309016,0.070122,0.907827,,0.529,0.122361,0.300184,0.746244,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.231059,0.077271,0.11357,0.413405,,0.05122,0.047073,0.008021,0.264936,,0.23381,0.074337,0.119177,0.407672,,1.020564,0.23392,0.65123,1.599357,X,4.965126,3.387039,1.303943,18.90608,,1.016471,0.065325,0.896168,1.152922,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1995,6,11,2,13,1,10,,0.471604,0.099448,0.289893,0.661164,,0.755828,0.332918,0.082734,0.990674,,0.513975,0.111297,0.306329,0.716906,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.236362,0.08178,0.112967,0.429308,,0.403148,0.23323,0.091773,0.818682,,0.23381,0.074337,0.119177,0.407672,,1.012406,0.042422,0.93258,1.099064,,0.914927,0.359125,0.423905,1.974716,,1.015553,0.056189,0.911182,1.131878,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1996,8,16,3,19,1,15,,0.465786,0.093158,0.295074,0.644907,,0.139757,0.137609,0.016944,0.604943,,0.498911,0.101284,0.310361,0.68777,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.23573,0.078225,0.11637,0.419408,,0.361237,0.170006,0.117733,0.705593,,0.23381,0.074337,0.119177,0.407672,,1.012005,0.058251,0.904036,1.132868,Y,0.831032,1.020079,0.074948,9.214544,,1.01465,0.047661,0.925404,1.112501,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1997,6,16,1,17,3,13,,0.460583,0.088048,0.298884,0.631025,,0.360167,0.247093,0.064391,0.821558,,0.483839,0.092817,0.3115,0.660109,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.233382,0.074673,0.118432,0.408234,,0.205365,0.089734,0.08085,0.431597,,0.23381,0.074337,0.119177,0.407672,X,2.782003,30084.28,0,99999.99,X,906.482,680463.2,0,99999.99,,1.013763,0.040186,0.937979,1.095669,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1998,7,18,0,18,3,15,,0.455511,0.085244,0.298997,0.621335,,0.749063,0.378973,0.054266,0.993601,,0.468789,0.086449,0.308867,0.635389,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.23462,0.075407,0.118631,0.411115,,0.287543,0.115384,0.118023,0.548989,,0.23381,0.074337,0.119177,0.407672,,1.011242,0.03722,0.940858,1.08689,N,0.676679,0.282327,0.298699,1.532963,,1.012893,0.034532,0.94742,1.082889,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,1999,4,9,4,13,0,9,,0.449846,0.082643,0.298216,0.611404,,0.306502,0.221058,0.054428,0.772389,,0.453793,0.082699,0.301681,0.61505,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.234474,0.07543,0.118482,0.411066,,0.277846,0.120334,0.106154,0.554854,,0.23381,0.074337,0.119177,0.407672,,1.011676,0.038428,0.939092,1.089869,,1.013351,0.513054,0.375658,2.73355,,1.012039,0.031783,0.951621,1.076292,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2000,4,11,1,12,1,10,,0.44468,0.082451,0.293878,0.606409,,0.501144,0.27206,0.106367,0.894498,,0.438882,0.081887,0.289576,0.600137,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.233501,0.074716,0.118483,0.40844,,0.213314,0.09416,0.082804,0.448857,,0.23381,0.074337,0.119177,0.407672,,1.011562,0.03737,0.940904,1.087525,,1.067816,0.458675,0.460108,2.478178,,1.011202,0.032784,0.948943,1.077544,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2001,7,13,2,15,1,12,,0.439387,0.083766,0.286964,0.604171,,0.467413,0.231837,0.123912,0.844858,,0.424084,0.083994,0.272875,0.590981,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.233904,0.074827,0.118694,0.409038,,0.240031,0.101671,0.095787,0.484983,,0.23381,0.074337,0.119177,0.407672,,1.011197,0.036489,0.942147,1.085306,,0.990672,0.369957,0.476486,2.059727,,1.010383,0.037334,0.939794,1.086273,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2002,7,12,2,14,3,9,,0.4342,0.086694,0.2776,0.605139,,0.509231,0.233113,0.142912,0.865897,,0.40943,0.088652,0.252572,0.587172,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.233771,0.074803,0.118609,0.408875,,0.231197,0.100685,0.090148,0.47719,,0.23381,0.074337,0.119177,0.407672,,1.012072,0.047996,0.922237,1.110656,,1.546189,0.520009,0.799804,2.989106,,1.009582,0.04445,0.926111,1.100575,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2003,10,21,4,25,5,16,,0.428987,0.090803,0.266483,0.608394,,0.432435,0.219777,0.116394,0.815052,,0.394945,0.095294,0.230022,0.587839,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.236095,0.078812,0.116017,0.421232,,0.385445,0.1684,0.134714,0.716445,,0.23381,0.074337,0.119177,0.407672,,1.010154,0.042086,0.930942,1.096105,,0.669889,0.2296,0.342179,1.311451,,1.008799,0.053202,0.90973,1.118655,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2004,8,12,4,16,3,9,,0.423884,0.096066,0.253907,0.614006,,0.410196,0.281354,0.066452,0.871713,,0.380658,0.103321,0.206568,0.591996,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.233917,0.075513,0.117922,0.410865,,0.240927,0.131052,0.072283,0.563882,,0.23381,0.074337,0.119177,0.407672,,1.010441,0.044405,0.927048,1.101334,,0.91935,0.33123,0.45373,1.862791,,1.008036,0.062994,0.891828,1.139386,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2005,9,11,2,13,2,9,,0.418574,0.102275,0.240066,0.621295,X,0,0.000215,0,1,,0.366591,0.112212,0.183315,0.598761,-0.06033,0.065047,-0.18782,0.067156,,0.447825,0.0821,0.297295,0.608566,,0.23325,0.075583,0.117286,0.410545,,0.196645,0.128695,0.04724,0.54719,,0.23381,0.074337,0.119177,0.407672,X,122.6158,14756.64,0,34000000000,X,62214.39,327936.5,2.027976,19086165,,1.007291,0.073494,0.873067,1.16215,-0.00085,0.01095,-0.02231,0.020611,,1.011542,0.030782,0.952972,1.073711
9660,YBSA,2006,9,16,0,16,3,13,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.23353,0.076496,0.116487,0.413178,,0.215248,0.1637,0.039427,0.647005,,0.23381,0.074337,0.119177,0.407672,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
9670,RNSA,1992,11,18,0,18,2,16,,0.304418,0.067962,0.189167,0.450844,,0.552437,0.217532,0.180361,0.873795,,0.273676,0.055885,0.178418,0.395321,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.254876,0.15256,0.066157,0.622864,,0.167214,0.0805,0.060736,0.384034,,0.458236,0.05525,0.353508,0.566789,,1.036994,0.481058,0.417733,2.574265,,1.83661,0.476422,1.104608,3.053693,,0.810449,0.062649,0.696505,0.943033,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1993,21,63,3,66,16,47,,0.314297,0.060174,0.209595,0.442049,,0.35928,0.10126,0.191442,0.570448,,0.288032,0.050549,0.19971,0.396081,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.41185,0.113272,0.218766,0.636504,,0.391854,0.125373,0.186838,0.643742,,0.458236,0.05525,0.353508,0.566789,,0.839699,0.080371,0.696065,1.012971,,0.832406,0.129116,0.614186,1.128158,,0.838748,0.056069,0.735747,0.956168,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1994,22,57,8,65,10,47,,0.324569,0.052596,0.230924,0.434723,,0.300366,0.090036,0.156394,0.498549,,0.302879,0.04513,0.222256,0.397789,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.414733,0.095609,0.246667,0.6053,,0.39598,0.102948,0.219965,0.603814,,0.458236,0.05525,0.353508,0.566789,,0.831064,0.101351,0.654372,1.055463,,0.689635,0.108222,0.507037,0.937991,,0.868051,0.049297,0.776612,0.970255,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1995,18,38,9,47,6,32,,0.335159,0.045278,0.252898,0.428817,,0.21787,0.080265,0.09963,0.412194,,0.318197,0.039877,0.245577,0.40088,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.373452,0.093569,0.213959,0.566199,,0.336905,0.082335,0.197897,0.51131,,0.458236,0.05525,0.353508,0.566789,,0.935828,0.113405,0.737978,1.186719,,1.063113,0.176322,0.76807,1.471491,,0.898392,0.042561,0.818728,0.985808,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1996,22,42,6,48,12,30,,0.346168,0.038561,0.274908,0.42507,,0.417676,0.118606,0.216173,0.651006,,0.333961,0.035197,0.268848,0.406083,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.414894,0.086925,0.260071,0.58857,,0.396211,0.091315,0.236958,0.580997,,0.458236,0.05525,0.353508,0.566789,,0.944092,0.086039,0.789657,1.128729,,0.990374,0.161697,0.719154,1.36388,,0.92981,0.036321,0.861277,1.003796,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1997,21,49,10,59,11,38,,0.357375,0.03324,0.295158,0.424802,,0.389473,0.105062,0.211562,0.60264,,0.35014,0.031712,0.29078,0.414533,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.479376,0.092264,0.308502,0.655215,,0.488488,0.102911,0.298739,0.681614,,0.458236,0.05525,0.353508,0.566789,,0.916261,0.109551,0.724844,1.158227,,0.748218,0.12353,0.541367,1.034104,,0.962343,0.031469,0.902597,1.026043,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1998,20,32,10,42,7,25,,0.368805,0.030608,0.311082,0.430543,,0.251315,0.091598,0.114479,0.465693,,0.3667,0.030214,0.309725,0.427662,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.414274,0.084338,0.263557,0.582956,,0.395324,0.087584,0.241746,0.572768,,0.458236,0.05525,0.353508,0.566789,,0.978292,0.087598,0.82082,1.165973,,0.913991,0.163694,0.643413,1.298357,,0.996031,0.02945,0.939949,1.055458,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,1999,19,32,5,37,7,25,,0.380599,0.031509,0.321043,0.443976,,0.435845,0.127993,0.217837,0.681837,,0.383605,0.031309,0.324359,0.446519,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.388891,0.087606,0.236044,0.567224,,0.358998,0.081859,0.218072,0.529343,,0.458236,0.05525,0.353508,0.566789,,1.019797,0.092293,0.854036,1.217728,,0.981446,0.183257,0.680652,1.415165,,1.030915,0.03161,0.970783,1.09477,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2000,16,30,9,39,8,22,,0.392489,0.035987,0.324607,0.464797,,0.334604,0.10102,0.171256,0.550298,,0.40081,0.034994,0.334546,0.47091,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.420737,0.084225,0.269512,0.58846,,0.404573,0.089267,0.247357,0.584157,,0.458236,0.05525,0.353508,0.566789,,1.133384,0.174544,0.838083,1.532734,,1.37502,0.244263,0.970724,1.9477,,1.067038,0.037978,0.995136,1.144134,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2001,19,55,7,62,14,41,,0.404644,0.043136,0.323636,0.491202,,0.453809,0.094607,0.282236,0.637103,,0.418271,0.040725,0.341206,0.499543,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.497155,0.087776,0.331907,0.663027,,0.513932,0.093679,0.336423,0.687994,,0.458236,0.05525,0.353508,0.566789,,1.068849,0.102304,0.886018,1.289407,,0.947424,0.143314,0.70434,1.274401,,1.104445,0.047554,1.015063,1.201697,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2002,27,49,14,63,15,34,,0.416866,0.051943,0.319848,0.520779,,0.377846,0.087093,0.227083,0.556619,,0.43594,0.047849,0.345459,0.530896,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.480636,0.077735,0.334511,0.630151,,0.490292,0.083798,0.332686,0.649852,,0.458236,0.05525,0.353508,0.566789,,1.125505,0.09657,0.951286,1.331629,,1.070776,0.15908,0.80027,1.432716,,1.143181,0.059413,1.032465,1.265769,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2003,25,53,15,68,16,37,,0.429294,0.061802,0.314502,0.552231,,0.550251,0.112198,0.334716,0.748437,,0.453765,0.055855,0.348157,0.563705,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.49291,0.0823,0.337662,0.649537,,0.507857,0.087382,0.34213,0.671874,,0.458236,0.05525,0.353508,0.566789,,1.206427,0.122011,0.989494,1.470917,,1.300536,0.190207,0.976402,1.732271,,1.183294,0.073021,1.048489,1.335431,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2004,20,62,17,79,11,51,,0.441677,0.07213,0.308388,0.583933,,0.423723,0.110566,0.232365,0.641064,,0.471695,0.064383,0.349843,0.597015,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.571414,0.118264,0.340991,0.77454,,0.620202,0.103913,0.407516,0.794955,,0.458236,0.05525,0.353508,0.566789,,1.169409,0.142118,0.921548,1.483934,,0.984544,0.136252,0.750643,1.291327,,1.224835,0.08811,1.06376,1.410298,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2005,21,60,17,77,8,52,,0.454078,0.08294,0.301536,0.615757,,0.257559,0.15833,0.06407,0.637416,,0.489673,0.073182,0.35085,0.630107,0.072047,0.039462,-0.00529,0.149394,,0.37372,0.030492,0.316124,0.435132,,0.501243,0.099375,0.315585,0.68656,,0.519783,0.108054,0.31663,0.716597,,0.458236,0.05525,0.353508,0.566789,,1.157085,0.228925,0.785154,1.705201,,0.776566,0.110979,0.586854,1.027603,,1.267852,0.104557,1.078624,1.490277,0.034365,0.011458,0.011906,0.056824,,1.007198,0.023747,0.961712,1.054834
9670,RNSA,2006,18,38,9,47,7,31,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.343841,0.108228,0.169884,0.572975,,0.294528,0.085872,0.156629,0.484141,,0.458236,0.05525,0.353508,0.566789,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
9690,RBSA,1992,19,75,0,75,19,56,,0.431479,0.054297,0.329674,0.539423,,0.411834,0.112367,0.220008,0.634794,,0.464327,0.056668,0.356752,0.575326,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.420211,0.420501,0.024014,0.955253,,0.473196,0.603098,0.007773,0.990383,,0.371838,0.035764,0.30482,0.444175,,1.036427,0.220558,0.682958,1.572834,,1.014057,0.459881,0.416898,2.466576,,1.079291,0.059732,0.968341,1.202951,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1993,24,58,12,70,8,50,,0.426897,0.048249,0.336024,0.522987,,0.403779,0.10028,0.230377,0.605083,,0.455081,0.050268,0.359513,0.554076,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.390801,0.073443,0.259496,0.540087,,0.411571,0.095267,0.24444,0.601936,,0.371838,0.035764,0.30482,0.444175,,1.043716,0.152262,0.784157,1.38919,,1.076776,0.30958,0.612907,1.891716,,1.065601,0.051392,0.969486,1.171244,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1994,27,73,10,83,14,59,,0.422475,0.042634,0.341838,0.507465,,0.519152,0.110561,0.311861,0.720052,,0.445864,0.044102,0.361869,0.533068,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.367698,0.057796,0.263211,0.486287,,0.363163,0.074558,0.232629,0.517543,,0.371838,0.035764,0.30482,0.444175,,0.93021,0.198502,0.612259,1.413274,,0.575601,0.126437,0.374233,0.885322,,1.052088,0.043568,0.970067,1.141043,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1995,25,52,16,68,18,34,,0.418049,0.037785,0.346331,0.493407,,0.616246,0.124283,0.364377,0.818126,,0.436683,0.038287,0.363615,0.512605,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.319983,0.070576,0.199475,0.470502,,0.263185,0.053521,0.172153,0.380242,,0.371838,0.035764,0.30482,0.444175,,0.998213,0.105026,0.812199,1.226829,,0.920822,0.196224,0.606434,1.398193,,1.03875,0.036425,0.969753,1.112654,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1996,26,57,19,76,14,43,,0.413139,0.032492,0.351221,0.477929,,0.287178,0.092376,0.142631,0.493836,,0.427545,0.033006,0.364428,0.493112,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.330137,0.063045,0.219886,0.462867,,0.284461,0.054186,0.190891,0.401155,,0.371838,0.035764,0.30482,0.444175,,1.232769,0.587348,0.484531,3.136471,,2.042662,0.878015,0.87965,4.743321,,1.025583,0.030254,0.967965,1.086629,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1997,26,60,6,66,11,49,,0.408794,0.028188,0.354903,0.46497,,0.413476,0.098249,0.241646,0.609317,,0.418459,0.028534,0.363795,0.4752,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.304398,0.080704,0.171718,0.480163,,0.230529,0.04252,0.157738,0.323989,,0.371838,0.035764,0.30482,0.444175,,0.95122,0.153658,0.69307,1.305525,,0.756477,0.243873,0.402142,1.423022,,1.012586,0.025546,0.963732,1.063915,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1998,34,70,11,81,13,57,,0.404349,0.025381,0.355734,0.454916,,0.43121,0.105745,0.245648,0.63833,,0.40943,0.025266,0.360976,0.459708,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.318332,0.068719,0.200665,0.464871,,0.259727,0.043856,0.183252,0.354272,,0.371838,0.035764,0.30482,0.444175,,1.059789,0.220254,0.705199,1.592674,,1.289871,0.396343,0.7063,2.355609,,0.999756,0.022982,0.955709,1.045831,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,1999,29,64,9,73,12,52,,0.399874,0.023961,0.353955,0.447622,,0.396147,0.0849,0.246535,0.568095,,0.400465,0.023644,0.355134,0.447567,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.30955,0.075386,0.183388,0.472305,,0.241324,0.040032,0.171647,0.328082,,0.371838,0.035764,0.30482,0.444175,,1.027109,0.163785,0.751414,1.403956,,1.163979,0.315356,0.684423,1.979543,,0.987091,0.023065,0.942903,1.03335,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2000,35,101,14,115,22,79,,0.395509,0.024436,0.348747,0.444262,,0.424304,0.088063,0.266639,0.599043,,0.391572,0.023933,0.345788,0.439347,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.371044,0.044564,0.288635,0.46171,,0.370174,0.052524,0.274276,0.477538,,0.371838,0.035764,0.30482,0.444175,,0.983458,0.097807,0.809282,1.195119,,0.986565,0.205494,0.655878,1.483979,,0.97459,0.025584,0.925712,1.026047,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2001,38,94,21,115,20,74,,0.390967,0.026685,0.340086,0.444333,,0.27144,0.057489,0.174061,0.397104,,0.382757,0.025989,0.333259,0.434811,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.376579,0.044888,0.293415,0.467713,,0.381773,0.052626,0.285151,0.48875,,0.371838,0.035764,0.30482,0.444175,,0.965292,0.105067,0.779844,1.194839,,0.927704,0.215113,0.588886,1.461461,,0.962249,0.029779,0.905615,1.022424,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2002,41,119,20,139,29,90,,0.386788,0.029666,0.330486,0.446287,,0.388972,0.066694,0.268618,0.524572,,0.374025,0.029365,0.318467,0.433115,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.413914,0.066941,0.291387,0.548112,,0.460002,0.06265,0.341935,0.582735,,0.371838,0.035764,0.30482,0.444175,,0.955844,0.087177,0.799378,1.142936,,0.909181,0.166565,0.634898,1.301958,,0.950067,0.034932,0.884008,1.021062,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2003,36,100,26,126,20,80,,0.382503,0.033751,0.318859,0.450448,,0.380288,0.065663,0.262225,0.514442,,0.365383,0.033589,0.302378,0.43336,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.425357,0.078892,0.282227,0.582197,,0.483978,0.07118,0.349158,0.621171,,0.371838,0.035764,0.30482,0.444175,,0.972732,0.089566,0.812111,1.16512,,1.013185,0.168655,0.73113,1.404051,,0.938043,0.04058,0.861783,1.02105,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2004,41,113,29,142,22,91,,0.378325,0.038422,0.306432,0.455996,,0.422374,0.087662,0.265557,0.596574,,0.356836,0.038307,0.285717,0.43488,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.44319,0.098579,0.266745,0.635237,,0.521345,0.085303,0.357881,0.680361,,0.371838,0.035764,0.30482,0.444175,,0.902626,0.124619,0.688631,1.183122,,0.711036,0.128266,0.499272,1.012617,,0.926172,0.046461,0.839442,1.021863,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2005,25,48,21,69,10,38,,0.374074,0.043301,0.293747,0.461998,,0.360545,0.100319,0.193746,0.56951,,0.34839,0.04329,0.268963,0.437243,-0.03718,0.028394,-0.09283,0.018469,,0.399302,0.02393,0.353448,0.446992,,0.368791,0.062331,0.256884,0.496852,,0.365453,0.081965,0.223645,0.535192,,0.371838,0.035764,0.30482,0.444175,,1.011807,0.176666,0.718573,1.424704,,1.244951,0.253709,0.834991,1.856191,,0.914455,0.052426,0.81726,1.023207,-0.01276,0.007932,-0.02831,0.002779,,0.993342,0.021113,0.95281,1.035598
9690,RBSA,2006,30,81,18,99,15,66,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0,,0.45922,0.142139,0.216647,0.722791,,0.554933,0.152994,0.270219,0.807641,,0.371838,0.035764,0.30482,0.444175,X,0,0,0,0,X,0,0,0,0,X,0,0,0,0,0,0,0,0,X,0,0,0,0
